Problem Number;Change Date;Problem Status;Problem Sub Status;ST Function Division;Org Line;Owner ST;Support Line Number;Problem Latest Impact;Product;Country;Action Owner Country;Action Owner First Name
1-750717620;2012-05-28 09:46;Accepted;In Progress;E_5; C;G75;1st;Medium;PROD745;be;Belgium;Peter
1-750717620;2012-05-28 09:47;Accepted;In Progress;E_5; C;G75;1st;Medium;PROD745;be;Belgium;Peter
1-750717620;2012-05-28 09:53;Queued;Awaiting Assignment;E_1; C;G55;2nd;Medium;PROD745;be;Belgium;Peter
1-750717620;2012-05-29 13:01;Accepted;Assigned;E_1; C;G55;2nd;Medium;PROD745;be;Sweden;Kell
1-750823791;2012-05-28 10:35;Accepted;Wait;A2_1; A2;G42;3rd;Low;PROD236;gb;United Kingdom;Alan
1-750838075;2012-05-28 10:01;Accepted;In Progress;E_4; C;G88;2nd;Medium;PROD815;us;Sweden;Lars-Ove
1-751087171;2012-05-28 16:14;Accepted;In Progress;E_10; C;G266;2nd;Low;PROD805;in;Sweden;Ranveer
1-751087171;2012-05-28 16:18;Accepted;Wait;E_10; C;G266;2nd;Low;PROD805;in;Sweden;Ranveer
1-751087171;2012-05-31 17:09;Accepted;In Progress;E_10; C;G266;2nd;Low;PROD805;in;Sweden;Ranveer
1-751087171;2012-05-31 17:21;Accepted;Wait;E_10; C;G266;2nd;Low;PROD805;in;Sweden;Ranveer
1-751140095;2012-05-28 18:49;Accepted;In Progress;E_4; C;G88;2nd;Major;PROD348;us;Sweden;Habib
1-751140095;2012-05-29 10:12;Accepted;Assigned;E_4; C;G88;2nd;Major;PROD348;us;Sweden;Habib
1-751197742;2012-05-29 07:44;Accepted;In Progress;E_2; C;G57;2nd;High;PROD328;se;Sweden;Johnny
1-751277838;2012-05-29 09:05;Accepted;In Progress;E_3; C;G68;2nd;Medium;PROD714;se;Sweden;Rolf
1-751447190;2012-05-29 10:58;Accepted;In Progress;A2_2; A2;M1;2nd;Low;PROD753;cn;China;Yu
1-751457471;2012-05-29 11:43;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-751457471;2012-05-29 11:43;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-751461582;2012-05-29 13:05;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-751461582;2012-05-29 13:13;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-751461582;2012-05-29 13:15;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-751492205;2012-05-29 12:48;Accepted;In Progress;A2_2; A2;M1;2nd;Low;PROD753;cn;Sweden;Tomas
1-751548681;2012-05-29 14:28;Accepted;Wait;A2_2; A2;G115;3rd;Medium;PROD698;fr;POLAND;Tomasz
1-751548681;2012-05-29 14:28;Accepted;In Progress;A2_2; A2;G115;3rd;Medium;PROD698;fr;POLAND;Tomasz
1-751548681;2012-05-29 14:28;Accepted;In Progress;A2_2; A2;G34;3rd;Medium;PROD698;fr;POLAND;Tomasz
1-751548681;2012-05-29 15:07;Accepted;Wait;A2_2; A2;G34;3rd;Medium;PROD698;fr;POLAND;Tomasz
1-751568641;2012-05-29 14:42;Accepted;Wait;A2_1; A2;G42;3rd;Low;PROD236;gb;United Kingdom;Alan
1-751683081;2012-05-29 15:48;Accepted;In Progress;; G4;S30;2nd;Low;PROD412;se;Sweden;Charlotta
1-751683081;2012-05-29 15:49;Accepted;Assigned;; G4;S30;2nd;Low;PROD412;se;Sweden;Charlotta
1-751689562;2012-05-29 16:44;Accepted;In Progress;A2_2; A2;T13;2nd;Medium;PROD200;fr;POLAND;Anna
1-751729551;2012-05-29 18:24;Accepted;In Progress;D_1; A2;V11;3rd;Medium;PROD74;pl;POLAND;Bartlomiej
1-751729551;2012-05-29 18:24;Accepted;In Progress;D_1; A2;V11;3rd;Medium;PROD74;pl;POLAND;Bartlomiej
1-751772104;2012-05-29 19:28;Accepted;In Progress;A2_2; A2;S2;2nd;Major;PROD126;br;Brazil;Carla
1-751772104;2012-05-30 13:03;Accepted;Wait;A2_2; A2;S2;2nd;Major;PROD126;br;Brazil;Carla
1-751904239;2012-05-30 07:28;Accepted;In Progress;A2_2; A2;M1;2nd;Low;PROD753;cn;China;Cindy
1-752141231;2012-05-30 12:56;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD350;se;Sweden;Praveen
1-752141231;2012-05-30 16:14;Queued;Awaiting Assignment;E_10; C;G271;2nd;Medium;PROD350;se;Sweden;Praveen
1-752141231;2012-05-30 16:25;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD350;se;Sweden;Gaurav
1-752141231;2012-05-30 16:30;Queued;Awaiting Assignment;C_6; B;S13;3rd;Medium;PROD350;se;INDIA;Ganesh
1-752141231;2012-05-31 03:28;Queued;Awaiting Assignment;E_10; C;G271;2nd;Medium;PROD350;se;Sweden;Praveen
1-752141231;2012-05-31 03:55;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD350;se;Sweden;Umar Farooque
1-752141231;2012-05-31 07:25;Queued;Awaiting Assignment;C_6; B;S13;3rd;Medium;PROD350;se;INDIA;Ganesh
1-752141231;2012-05-31 12:40;Accepted;In Progress;C_6; B;S13;3rd;Medium;PROD350;se;INDIA;Anandgiri
1-752141231;2012-06-14 12:56;Queued;Awaiting Assignment;A2_1; A2;J2;2nd;Medium;PROD350;se;Sweden;Britt
1-752141295;2012-05-30 13:03;Accepted;In Progress;A2_2; A2;G22;2nd;Medium;PROD196;fr;France;Frederic
1-752141295;2012-05-30 13:05;Queued;Awaiting Assignment;A2_2; A2;G22;2nd;Medium;PROD196;fr;France;Frederic
1-752158401;2012-05-30 13:53;Accepted;Wait;A2_1; A2;G42;3rd;Low;PROD236;gb;United Kingdom;Alan
1-752184442;2012-05-30 14:40;Accepted;In Progress;A2_4; A2;G113;2nd;Medium;PROD521;us;Sweden;Saki
1-752195185;2012-05-31 09:31;Accepted;In Progress;; G4;S30;2nd;Medium;PROD412;se;Sweden;Johan
1-752253951;2012-05-30 15:50;Accepted;Wait;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Alan
1-752262129;2012-05-30 16:55;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-752262129;2012-05-30 17:28;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-752294640;2012-05-30 18:38;Queued;Awaiting Assignment;E_1; C;G99;2nd;Medium;PROD153;us;Sweden;Jari
1-752294640;2012-06-12 11:51;Accepted;Assigned;E_1; C;G99;2nd;Medium;PROD153;us;Sweden;Maria
1-752294640;2012-06-12 13:15;Accepted;Assigned;E_1; C;G99;2nd;Medium;PROD153;us;Sweden;Maria
1-752294640;2012-06-12 13:15;Queued;Awaiting Assignment;E_1; C;G13;2nd;Medium;PROD153;us;USA;William
1-752294659;2012-05-30 18:45;Accepted;In Progress;E_7; C;G153;2nd;Medium;PROD673;se;Sweden;Peter
1-752294659;2012-05-30 18:48;Queued;Awaiting Assignment;E_7; C;G153;2nd;Medium;PROD673;se;Sweden;Peter
1-752294659;2012-06-04 09:25;Accepted;Assigned;E_7; C;G153;2nd;Medium;PROD673;se;INDIA;Ruhi
1-752294659;2012-06-04 09:40;Accepted;Assigned;E_7; C;G153;2nd;Medium;PROD673;se;INDIA;Santosh
1-752294659;2012-06-14 17:19;Accepted;In Progress;E_7; C;G153;2nd;Medium;PROD673;se;INDIA;Santosh
1-752294699;2012-05-30 18:54;Accepted;In Progress;E_7; C;G153;2nd;Medium;PROD673;se;Sweden;Peter
1-752294699;2012-05-30 18:56;Queued;Awaiting Assignment;E_7; C;G153;2nd;Medium;PROD673;se;Sweden;Peter
1-752294699;2012-06-04 09:26;Accepted;Assigned;E_7; C;G153;2nd;Medium;PROD673;se;INDIA;Santosh
1-752521529;2012-05-31 09:50;Accepted;In Progress;E_3; C;G69;2nd;Medium;PROD379;se;Sweden;Olof
1-752541471;2012-05-31 12:03;Accepted;In Progress;; V2;T7;1st;Medium;PROD257;se;Sweden;Tonie
1-752541471;2012-06-04 15:51;Accepted;Assigned;; V2;T7;1st;Medium;PROD257;se;Sweden;Tonie
1-752542242;2012-05-31 09:54;Accepted;In Progress;; G4;S33;2nd;Medium;PROD397;se;Sweden;Hòkan
1-752580191;2012-05-31 11:06;Accepted;In Progress;A2_3; A2;S35;2nd;Medium;PROD368;se;Sweden;Ann-Charlotte
1-752629415;2012-05-31 12:20;Queued;Awaiting Assignment;E_7; C;G165;2nd;Medium;PROD424;in;INDIA;-
1-752629415;2012-06-03 21:01;Accepted;In Progress;E_7; C;G165;2nd;Medium;PROD424;in;INDIA;Rajendra
1-752643661;2012-05-31 12:29;Accepted;In Progress;A2_1; A2;J2;2nd;High;PROD350;se;Sweden;Britt
1-752643661;2012-05-31 15:22;Accepted;Wait;A2_1; A2;J2;2nd;High;PROD350;se;Sweden;Britt
1-752702791;2012-05-31 14:34;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-752702791;2012-05-31 14:51;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-752799402;2012-05-31 17:40;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-752799402;2012-05-31 17:46;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-752809009;2012-05-31 17:34;Accepted;In Progress;E_10; C;G285;2nd;High;PROD646;se;Sweden;Leif
1-752828161;2012-05-31 17:08;Accepted;In Progress;V3_3; C;V42;2nd;Medium;PROD30;fr;France;Celine
1-752828161;2012-05-31 17:10;Queued;Awaiting Assignment;V3_3; C;V42;2nd;Medium;PROD30;fr;France;Celine
1-752828161;2012-06-06 11:21;Accepted;In Progress;V3_3; C;V42;2nd;Medium;PROD30;fr;France;Celine
1-752828161;2012-06-12 11:48;Accepted;Assigned;V3_3; C;V42;2nd;Medium;PROD30;fr;France;Fabrice
1-753034398;2012-06-01 07:48;Accepted;In Progress;E_1; C;G294;2nd;Low;PROD567;se;INDIA;Atul
1-753055854;2012-06-01 08:59;Accepted;In Progress;E_5; C;G92;1st;Medium;PROD325;se;INDIA;Vinodhkumar
1-753055854;2012-06-01 09:10;Queued;Awaiting Assignment;E_5; C;G92;1st;Medium;PROD325;se;INDIA;Vinodhkumar
1-753055854;2012-06-01 11:44;Accepted;In Progress;E_4; C;G93;2nd;Medium;PROD325;se;INDIA;Freddy
1-753055854;2012-06-06 08:36;Queued;Awaiting Assignment;C_3; C;G211;3rd;Medium;PROD325;se;Sweden;Inger
1-753055854;2012-06-08 11:29;Accepted;In Progress;C_3; C;G211;3rd;Medium;PROD325;se;INDIA;Amar
1-753118981;2012-06-01 09:57;Accepted;In Progress;A2_3; A2;U6;2nd;Medium;PROD319;se;Sweden;Linda
1-753119403;2012-06-01 10:00;Accepted;In Progress;A2_3; A2;U6;2nd;Medium;PROD319;se;Sweden;Linda
1-753140751;2012-06-01 10:52;Accepted;Assigned;D_1; A2;L38;3rd;Medium;PROD607;se;Sweden;Sandeep
1-753140751;2012-06-01 12:11;Accepted;In Progress;D_1; A2;L38;3rd;Medium;PROD607;se;Sweden;Sandeep
1-753170915;2012-06-01 10:48;Accepted;In Progress;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-753170915;2012-06-01 10:52;Accepted;Assigned;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-753174310;2012-06-01 12:32;Accepted;In Progress;; G4;S29;2nd;Low;PROD176;se;Sweden;Erik
1-753174310;2012-06-01 12:38;Accepted;Assigned;; G4;S29;2nd;Low;PROD176;se;Sweden;Erik
1-753202887;2012-06-01 14:36;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-753202887;2012-06-01 15:41;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-753238365;2012-06-01 14:32;Accepted;In Progress;; G4;G51;2nd;Medium;PROD609;se;Sweden;Ing-Marie
1-753238365;2012-06-01 14:56;Queued;Awaiting Assignment;; G4;G51;2nd;Medium;PROD609;se;Sweden;Ing-Marie
1-753244396;2012-06-01 13:39;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-753244396;2012-06-01 13:40;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-753244555;2012-06-01 13:44;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-753244555;2012-06-01 13:47;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-753244649;2012-06-01 13:56;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-753244649;2012-06-04 15:36;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-753245663;2012-06-01 13:34;Accepted;In Progress;E_6; C;G329;2nd;Medium;PROD149;be;Belgium;Marc
1-753245663;2012-06-01 14:01;Queued;Awaiting Assignment;E_6; C;G329;2nd;Medium;PROD149;be;Belgium;Marc
1-753245663;2012-06-12 11:31;Accepted;In Progress;E_6; C;G329;2nd;Medium;PROD149;be;Belgium;Ludwig
1-753245663;2012-06-13 09:45;Accepted;In Progress;E_10; C;G271;2nd;Medium;PROD149;be;Sweden;Partha
1-753245663;2012-06-13 09:48;Queued;Awaiting Assignment;E_6; C;G329;2nd;Medium;PROD149;be;Belgium;Marc
1-753245663;2012-06-13 11:06;Accepted;In Progress;E_6; C;G329;2nd;Medium;PROD149;be;Belgium;Marc
1-753287118;2012-06-01 13:56;Accepted;In Progress;V3_2; C;G375;1st;Low;PROD253;se;Sweden;Fredrik
1-753301833;2012-06-01 15:27;Accepted;In Progress;E_7; C;G153;2nd;Medium;PROD673;se;Sweden;Peter
1-753301833;2012-06-01 15:45;Queued;Awaiting Assignment;E_7; C;G153;2nd;Medium;PROD673;se;Sweden;Peter
1-753301833;2012-06-04 09:27;Accepted;Assigned;E_7; C;G153;2nd;Medium;PROD673;se;INDIA;Rohan
1-753362545;2012-06-01 16:43;Accepted;In Progress;A2_3; A2;V13;2nd;Major;PROD617;se;Sweden;Dusan
1-753362545;2012-06-08 14:48;Accepted;Wait;A2_3; A2;V13;2nd;Major;PROD617;se;Sweden;Dusan
1-753487360;2012-06-02 00:05;Accepted;In Progress;E_10; C;G138;2nd;High;PROD802;us;Sweden;Ann-Charlotte
1-753487360;2012-06-02 00:37;Queued;Awaiting Assignment;E_10; C;G138;2nd;High;PROD802;us;Sweden;Ann-Charlotte
1-753487360;2012-06-08 10:42;Accepted;In Progress;E_10; C;G143;2nd;High;PROD802;us;Sweden;Mats
1-753487360;2012-06-08 10:43;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD802;us;Sweden;Martin
1-753487360;2012-06-08 10:56;Accepted;In Progress;C_6; C;G273;3rd;High;PROD802;us;Sweden;Andreas
1-753487360;2012-06-08 14:52;Accepted;Wait;C_6; C;G273;3rd;High;PROD802;us;Sweden;Andreas
1-753487360;2012-06-15 08:57;Queued;Awaiting Assignment;E_4; C;G88;2nd;High;PROD802;us;USA;Robert
1-753504966;2012-06-02 00:08;Accepted;In Progress;E_10; C;G138;2nd;High;PROD802;us;Sweden;Ann-Charlotte
1-753504966;2012-06-02 00:37;Queued;Awaiting Assignment;E_10; C;G138;2nd;High;PROD802;us;Sweden;Ann-Charlotte
1-753504966;2012-06-04 08:40;Accepted;In Progress;E_10; C;G143;2nd;High;PROD802;us;Sweden;Mats
1-753504966;2012-06-04 08:42;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD802;us;Sweden;Martin
1-753504966;2012-06-04 09:15;Accepted;In Progress;C_6; C;G273;3rd;High;PROD802;us;Sweden;Andreas
1-753504966;2012-06-04 10:08;Accepted;Wait;C_6; C;G273;3rd;High;PROD802;us;Sweden;Andreas
1-753504966;2012-06-07 16:50;Queued;Awaiting Assignment;E_4; C;G89;2nd;High;PROD802;us;INDIA;Shamna
1-753504966;2012-06-08 05:41;Accepted;In Progress;E_4; C;G89;2nd;High;PROD802;us;INDIA;Shamna
1-753504966;2012-06-08 05:42;Accepted;Wait;E_4; C;G89;2nd;High;PROD802;us;INDIA;Shamna
1-753504966;2012-06-08 08:04;Queued;Awaiting Assignment;E_4; C;G88;2nd;High;PROD802;us;USA;Robert
1-753504966;2012-06-13 13:34;Accepted;In Progress;E_4; C;G88;2nd;High;PROD802;us;Sweden;Jagannath
1-753569621;2012-06-03 02:06;Accepted;In Progress;E_10; C;S51;2nd;Medium;PROD802;jp;Japan;Ryouhei
1-753569621;2012-06-03 02:13;Accepted;In Progress;E_10; C;S51;2nd;Medium;PROD802;jp;Japan;Ryouhei
1-753569621;2012-06-11 05:54;Accepted;Wait;E_10; C;S51;2nd;Medium;PROD802;jp;Japan;Ryouhei
1-753646102;2012-06-03 21:47;Accepted;In Progress;; C;N6;2nd;Medium;PROD330;us;USA;Thomas
1-753713441;2012-06-04 08:19;Accepted;In Progress;A2_4; A2;L23;3rd;Medium;PROD500;us;INDIA;Amit
1-753768558;2012-06-04 10:25;Accepted;In Progress;A2_4; A2;G328;2nd;Medium;PROD41;be;Belgium;Marc
1-753815551;2012-06-04 10:28;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-753815551;2012-06-04 12:08;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-753815676;2012-06-04 10:35;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-753815676;2012-06-04 12:53;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-753878023;2012-06-04 11:14;Accepted;In Progress;; C;V34;2nd;Medium;PROD209;fr;France;Michel
1-753944613;2012-06-04 13:30;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-753944613;2012-06-04 15:35;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD235;gb;United Kingdom;Ian
1-754168350;2012-06-04 21:27;Accepted;In Progress;E_10; C;G271;2nd;High;PROD154;se;Sweden;Praveen
1-754168350;2012-06-07 19:30;Queued;Awaiting Assignment;E_10; C;G271;2nd;High;PROD154;se;Sweden;Praveen
1-754168350;2012-06-07 19:35;Accepted;In Progress;E_10; C;G271;2nd;High;PROD154;se;Sweden;Parbhat
1-754168350;2012-06-07 19:36;Accepted;Assigned;E_10; C;G271;2nd;High;PROD154;se;Sweden;Ankit
1-754168350;2012-06-07 20:17;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD154;se;Sweden;Martin
1-754350709;2012-06-05 09:42;Accepted;In Progress;A2_1; A2;M28;2nd;Medium;PROD730;se;Sweden;Ratikanta
1-754350709;2012-06-05 14:35;Accepted;Wait;A2_1; A2;M28;2nd;Medium;PROD730;se;Sweden;Ratikanta
1-754450223;2012-06-05 09:52;Accepted;In Progress;E_6; G1;G358;2nd;High;PROD292;se;Sweden;Jenny
1-754450603;2012-06-05 09:53;Accepted;In Progress;E_6; G1;G358;2nd;High;PROD292;se;Sweden;Jenny
1-754526611;2012-06-05 11:55;Accepted;In Progress;E_7; C;G160;2nd;High;PROD671;se;Sweden;Peter
1-754526611;2012-06-05 12:27;Queued;Awaiting Assignment;E_7; C;G160;2nd;High;PROD671;se;Sweden;Peter
1-754526611;2012-06-05 17:21;Accepted;In Progress;E_7; C;G160;2nd;High;PROD671;se;Sweden;Peter
1-754539158;2012-06-05 12:19;Accepted;In Progress;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-754539158;2012-06-05 12:23;Accepted;Assigned;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-754582299;2012-06-05 13:12;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-754582299;2012-06-05 15:57;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-754584941;2012-06-05 12:36;Accepted;In Progress;E_2; C;G57;2nd;High;PROD330;se;Sweden;Olle
1-754584941;2012-06-05 12:44;Accepted;Assigned;E_2; C;G57;2nd;High;PROD330;se;Sweden;Olle
1-754584941;2012-06-05 12:58;Accepted;In Progress;E_2; C;G57;2nd;High;PROD330;se;Sweden;Olle
1-754744405;2012-06-05 15:42;Accepted;In Progress;E_3; C;G64;2nd;Medium;PROD382;be;USA;Mats
1-754949761;2012-06-06 06:34;Queued;Awaiting Assignment;E_10; B;G230;2nd;High;PROD452;in;INDIA;Srinivasan
1-754949761;2012-06-06 06:35;Accepted;In Progress;E_10; B;G230;2nd;High;PROD452;in;INDIA;Rijin
1-754949761;2012-06-08 11:28;Accepted;Assigned;E_10; B;G230;2nd;High;PROD452;in;INDIA;Sujith
1-754949761;2012-06-08 13:53;Accepted;Wait;E_10; B;G230;2nd;High;PROD452;in;INDIA;Sujith
1-754949761;2012-06-12 14:07;Accepted;In Progress;E_10; B;G230;2nd;High;PROD452;in;INDIA;Sujith
1-754949761;2012-06-12 15:21;Accepted;Wait;E_10; B;G230;2nd;High;PROD452;in;INDIA;Sujith
1-755039071;2012-06-06 05:51;Accepted;In Progress;V3_2; C;S31;1st;Major;PROD214;jp;Japan;Ryou
1-755123451;2012-06-06 12:48;Accepted;In Progress;A2_2; A2;S2;2nd;Medium;PROD135;br;Brazil;Flavio
1-755151337;2012-06-06 13:02;Accepted;In Progress;A2_1; A2;W16;3rd;Medium;PROD761;pl;POLAND;Krzysztof
1-755151337;2012-06-06 13:22;Accepted;Wait;A2_1; A2;W16;3rd;Medium;PROD761;pl;POLAND;Krzysztof
1-755193882;2012-06-06 15:39;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-755193882;2012-06-06 15:39;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-755198841;2012-06-06 16:31;Accepted;In Progress;A2_3; A2;N5;2nd;Medium;PROD488;us;USA;David
1-755218095;2012-06-06 15:59;Accepted;In Progress;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-755218095;2012-06-14 08:38;Accepted;Assigned;A2_1; A2;G42;3rd;High;PROD236;gb;United Kingdom;Ian
1-755248531;2012-06-06 21:40;Accepted;In Progress;E_6; B;S4;2nd;High;PROD143;br;Brazil;Thiago
1-755443602;2012-06-07 09:48;Accepted;In Progress;; F;G207;2nd;Low;PROD535;se;Belgium;Marc
1-755443602;2012-06-07 09:49;Accepted;Assigned;; F;G207;2nd;Low;PROD535;se;Belgium;Marc
1-755443602;2012-06-07 10:03;Accepted;In Progress;; F;G207;2nd;Low;PROD535;se;Belgium;Marc
1-755467807;2012-06-07 10:38;Accepted;In Progress;A2_2; A2;G167;2nd;Medium;PROD681;se;Sweden;Niklas
1-755467807;2012-06-07 10:39;Queued;Awaiting Assignment;A2_2; A2;G167;2nd;Medium;PROD681;se;Sweden;Niklas
1-755467807;2012-06-07 10:42;Accepted;In Progress;A2_2; A2;G167;2nd;Medium;PROD681;se;Sweden;Niklas
1-755478621;2012-06-07 10:23;Accepted;In Progress;E_7; C;G161;2nd;Medium;PROD671;se;Sweden;B÷rje
1-755773369;2012-06-07 17:07;Accepted;In Progress;E_7; C;G160;2nd;Major;PROD673;se;Sweden;Peter
1-755797667;2012-06-07 19:39;Accepted;In Progress;; C;N15;2nd;Low;OTHERS;ca;Canada;Eric
1-755985697;2012-06-08 09:33;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-755985697;2012-06-08 09:38;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-756110987;2012-06-08 11:06;Accepted;In Progress;E_10; C;G288;2nd;High;PROD659;se;Sweden;Rakesh
1-756110987;2012-06-08 11:07;Queued;Awaiting Assignment;E_10; C;G288;2nd;High;PROD659;se;Sweden;Rakesh
1-756110987;2012-06-08 11:19;Accepted;In Progress;E_10; C;G288;2nd;High;PROD659;se;Sweden;Manisha
1-756110987;2012-06-08 11:31;Queued;Awaiting Assignment;E_10; C;G271;2nd;High;PROD659;se;Sweden;Praveen
1-756110987;2012-06-08 12:23;Queued;Awaiting Assignment;C_6; C;G273;3rd;High;PROD659;se;Sweden;Martin
1-756111935;2012-06-08 11:06;Accepted;In Progress;; G4;S33;2nd;Low;PROD374;se;Sweden;Rickard
1-756265856;2012-06-08 15:36;Accepted;In Progress;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-756265856;2012-06-08 15:45;Accepted;Assigned;A2_1; A2;G42;3rd;Medium;PROD236;gb;United Kingdom;Ian
1-756296231;2012-06-08 15:38;Accepted;In Progress;C_6; C;G273;3rd;Low;PROD804;se;Sweden;Martin
1-756296231;2012-06-08 15:50;Accepted;In Progress;C_6; C;G273;3rd;Low;PROD804;se;Sweden;Martin
1-756296231;2012-06-11 10:39;Accepted;Assigned;C_6; C;G273;3rd;Low;PROD804;se;Sweden;Andreas
1-756296231;2012-06-11 13:20;Accepted;In Progress;C_6; C;G273;3rd;Low;PROD804;se;Sweden;Andreas
1-756296861;2012-06-08 17:15;Accepted;In Progress;; V5;V20;2nd;Medium;PROD221;se;Sweden;Sachin
1-756300970;2012-06-08 15:39;Queued;Awaiting Assignment;E_7; C;G153;2nd;Medium;PROD673;se;Sweden;Peter
1-756300970;2012-06-12 07:06;Accepted;In Progress;E_7; C;G153;2nd;Medium;PROD673;se;Sweden;Per
1-756301789;2012-06-08 18:53;Queued;Awaiting Assignment;E_7; C;G153;2nd;Medium;PROD673;se;Sweden;Peter
1-756301789;2012-06-08 18:53;Queued;Awaiting Assignment;E_7; C;G153;2nd;Medium;PROD673;se;Sweden;Peter
1-756301789;2012-06-12 07:05;Accepted;In Progress;E_7; C;G153;2nd;Medium;PROD673;se;Sweden;Per
1-756484463;2012-06-10 03:58;Accepted;In Progress;E_10; C;G271;2nd;High;PROD802;in;Sweden;Neeraj
1-756484463;2012-06-10 03:58;Accepted;Wait;E_10; C;G271;2nd;High;PROD802;in;Sweden;Neeraj
1-756484463;2012-06-10 05:27;Accepted;Wait;E_10; C;G271;2nd;High;PROD802;in;Sweden;Neeraj
1-756603706;2012-06-11 09:00;Accepted;In Progress;A2_1; A2;J2;2nd;Low;PROD350;se;China;Sophie
1-756651699;2012-06-11 09:44;Accepted;In Progress;; V2;T10;2nd;Medium;PROD615;se;Sweden;Leif
1-756651699;2012-06-11 09:59;Accepted;In Progress;; V2;T10;2nd;Medium;PROD615;se;Sweden;Leif
1-756651699;2012-06-11 10:20;Accepted;Assigned;; V2;T10;2nd;Medium;PROD615;se;Sweden;Leif
1-756651699;2012-06-14 09:04;Accepted;Wait;; V2;T10;2nd;Medium;PROD615;se;Sweden;Leif
1-756712218;2012-06-11 09:43;Accepted;In Progress;A2_1; A2;N14;2nd;Major;PROD776;pl;POLAND;Paulina
1-756712218;2012-06-11 10:00;Queued;Awaiting Assignment;A2_1; A2;N14;2nd;Major;PROD776;pl;POLAND;Paulina
1-756787020;2012-06-11 13:17;Accepted;In Progress;A2_1; A2;W6;2nd;Low;PROD110;pl;POLAND;Michal
1-756926423;2012-06-11 13:06;Accepted;In Progress;A2_1; A2;W9;2nd;Medium;PROD761;pl;POLAND;Przemyslaw
