Problem Number;Problem Latest Impact;Change Date;Problem Status;Problem Sub Status;Org Line;ST Function Division;Owner ST;Support Line Number;Product;Country;Action Owner Country;Action Owner First Name
1-752294640;Medium;2012-06-12 13:15:26;Accepted;Assigned; C;E_1;G99;2nd;PROD153;us;Sweden;Maria
1-752294640;Medium;2012-06-12 13:15:27;Queued;Awaiting Assignment; C;E_1;G13;2nd;PROD153;us;USA;William
1-752294659;Medium;2012-05-30 18:45:49;Accepted;In Progress; C;E_7;G153;2nd;PROD673;se;Sweden;Peter
1-752294659;Medium;2012-05-30 18:48:43;Queued;Awaiting Assignment; C;E_7;G153;2nd;PROD673;se;Sweden;Peter
1-752294659;Medium;2012-06-04 09:25:49;Accepted;Assigned; C;E_7;G153;2nd;PROD673;se;INDIA;Ruhi
1-752294659;Medium;2012-06-04 09:40:13;Accepted;Assigned; C;E_7;G153;2nd;PROD673;se;INDIA;Santosh
1-752294659;Medium;2012-06-14 17:19:47;Accepted;In Progress; C;E_7;G153;2nd;PROD673;se;INDIA;Santosh
1-752294699;Medium;2012-05-30 18:54:30;Accepted;In Progress; C;E_7;G153;2nd;PROD673;se;Sweden;Peter
1-752294699;Medium;2012-05-30 18:56:16;Queued;Awaiting Assignment; C;E_7;G153;2nd;PROD673;se;Sweden;Peter
1-752294699;Medium;2012-06-04 09:26:54;Accepted;Assigned; C;E_7;G153;2nd;PROD673;se;INDIA;Santosh
1-752521529;Medium;2012-05-31 09:50:47;Accepted;In Progress; C;E_3;G69;2nd;PROD379;se;Sweden;Olof
1-752541471;Medium;2012-05-31 12:03:18;Accepted;In Progress; V2;;T7;1st;PROD257;se;Sweden;Tonie
1-752541471;Medium;2012-06-04 15:51:04;Accepted;Assigned; V2;;T7;1st;PROD257;se;Sweden;Tonie
1-752542242;Medium;2012-05-31 09:54:47;Accepted;In Progress; G4;;S33;2nd;PROD397;se;Sweden;Hòkan
1-752580191;Medium;2012-05-31 11:06:38;Accepted;In Progress; A2;A2_3;S35;2nd;PROD368;se;Sweden;Ann-Charlotte
1-752629415;Medium;2012-05-31 12:20:22;Queued;Awaiting Assignment; C;E_7;G165;2nd;PROD424;in;INDIA;-
1-752629415;Medium;2012-06-03 21:01:15;Accepted;In Progress; C;E_7;G165;2nd;PROD424;in;INDIA;Rajendra
1-752643661;High;2012-05-31 12:29:15;Accepted;In Progress; A2;A2_1;J2;2nd;PROD350;se;Sweden;Britt
1-752643661;High;2012-05-31 15:22:09;Accepted;Wait; A2;A2_1;J2;2nd;PROD350;se;Sweden;Britt
1-752702791;Medium;2012-05-31 14:34:19;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-752702791;Medium;2012-05-31 14:51:16;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-752799402;Medium;2012-05-31 17:40:05;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-752799402;Medium;2012-05-31 17:46:30;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-752809009;High;2012-05-31 17:34:35;Accepted;In Progress; C;E_10;G285;2nd;PROD646;se;Sweden;Leif
1-752828161;Medium;2012-05-31 17:08:17;Accepted;In Progress; C;V3_3;V42;2nd;PROD30;fr;France;Celine
1-752828161;Medium;2012-05-31 17:10:24;Queued;Awaiting Assignment; C;V3_3;V42;2nd;PROD30;fr;France;Celine
1-752828161;Medium;2012-06-06 11:21:45;Accepted;In Progress; C;V3_3;V42;2nd;PROD30;fr;France;Celine
1-752828161;Medium;2012-06-12 11:48:38;Accepted;Assigned; C;V3_3;V42;2nd;PROD30;fr;France;Fabrice
1-753034398;Low;2012-06-01 07:48:05;Accepted;In Progress; C;E_1;G294;2nd;PROD567;se;INDIA;Atul
1-753055854;Medium;2012-06-01 08:59:47;Accepted;In Progress; C;E_5;G92;1st;PROD325;se;INDIA;Vinodhkumar
1-753055854;Medium;2012-06-01 09:10:41;Queued;Awaiting Assignment; C;E_5;G92;1st;PROD325;se;INDIA;Vinodhkumar
1-753055854;Medium;2012-06-01 11:44:14;Accepted;In Progress; C;E_4;G93;2nd;PROD325;se;INDIA;Freddy
1-753055854;Medium;2012-06-06 08:36:27;Queued;Awaiting Assignment; C;C_3;G211;3rd;PROD325;se;Sweden;Inger
1-753055854;Medium;2012-06-08 11:29:39;Accepted;In Progress; C;C_3;G211;3rd;PROD325;se;INDIA;Amar
1-753118981;Medium;2012-06-01 09:57:22;Accepted;In Progress; A2;A2_3;U6;2nd;PROD319;se;Sweden;Linda
1-753119403;Medium;2012-06-01 10:00:16;Accepted;In Progress; A2;A2_3;U6;2nd;PROD319;se;Sweden;Linda
1-753140751;Medium;2012-06-01 10:52:54;Accepted;Assigned; A2;D_1;L38;3rd;PROD607;se;Sweden;Sandeep
1-753140751;Medium;2012-06-01 12:11:12;Accepted;In Progress; A2;D_1;L38;3rd;PROD607;se;Sweden;Sandeep
1-753170915;High;2012-06-01 10:48:05;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-753170915;High;2012-06-01 10:52:18;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-753174310;Low;2012-06-01 12:32:15;Accepted;In Progress; G4;;S29;2nd;PROD176;se;Sweden;Erik
1-753174310;Low;2012-06-01 12:38:03;Accepted;Assigned; G4;;S29;2nd;PROD176;se;Sweden;Erik
1-753202887;Medium;2012-06-01 14:36:07;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-753202887;Medium;2012-06-01 15:41:29;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-753238365;Medium;2012-06-01 14:32:42;Accepted;In Progress; G4;;G51;2nd;PROD609;se;Sweden;Ing-Marie
1-753238365;Medium;2012-06-01 14:56:14;Queued;Awaiting Assignment; G4;;G51;2nd;PROD609;se;Sweden;Ing-Marie
1-753244396;Medium;2012-06-01 13:39:59;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-753244396;Medium;2012-06-01 13:40:38;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-753244555;Medium;2012-06-01 13:44:41;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-753244555;Medium;2012-06-01 13:47:16;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-753244649;Medium;2012-06-01 13:56:33;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-753244649;Medium;2012-06-04 15:36:57;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-753245663;Medium;2012-06-01 13:34:16;Accepted;In Progress; C;E_6;G329;2nd;PROD149;be;Belgium;Marc
1-753245663;Medium;2012-06-01 14:01:28;Queued;Awaiting Assignment; C;E_6;G329;2nd;PROD149;be;Belgium;Marc
1-753245663;Medium;2012-06-12 11:31:37;Accepted;In Progress; C;E_6;G329;2nd;PROD149;be;Belgium;Ludwig
1-753245663;Medium;2012-06-13 09:45:10;Accepted;In Progress; C;E_10;G271;2nd;PROD149;be;Sweden;Partha
1-753245663;Medium;2012-06-13 09:48:18;Queued;Awaiting Assignment; C;E_6;G329;2nd;PROD149;be;Belgium;Marc
1-753245663;Medium;2012-06-13 11:06:59;Accepted;In Progress; C;E_6;G329;2nd;PROD149;be;Belgium;Marc
1-753287118;Low;2012-06-01 13:56:50;Accepted;In Progress; C;V3_2;G375;1st;PROD253;se;Sweden;Fredrik
1-753301833;Medium;2012-06-01 15:27:00;Accepted;In Progress; C;E_7;G153;2nd;PROD673;se;Sweden;Peter
1-753301833;Medium;2012-06-01 15:45:38;Queued;Awaiting Assignment; C;E_7;G153;2nd;PROD673;se;Sweden;Peter
1-753301833;Medium;2012-06-04 09:27:25;Accepted;Assigned; C;E_7;G153;2nd;PROD673;se;INDIA;Rohan
1-753362545;Major;2012-06-01 16:43:38;Accepted;In Progress; A2;A2_3;V13;2nd;PROD617;se;Sweden;Dusan
1-753362545;Major;2012-06-08 14:48:56;Accepted;Wait; A2;A2_3;V13;2nd;PROD617;se;Sweden;Dusan
1-753487360;High;2012-06-02 00:05:17;Accepted;In Progress; C;E_10;G138;2nd;PROD802;us;Sweden;Ann-Charlotte
1-753487360;High;2012-06-02 00:37:22;Queued;Awaiting Assignment; C;E_10;G138;2nd;PROD802;us;Sweden;Ann-Charlotte
1-753487360;High;2012-06-08 10:42:37;Accepted;In Progress; C;E_10;G143;2nd;PROD802;us;Sweden;Mats
1-753487360;High;2012-06-08 10:43:12;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;us;Sweden;Martin
1-753487360;High;2012-06-08 10:56:45;Accepted;In Progress; C;C_6;G273;3rd;PROD802;us;Sweden;Andreas
1-753487360;High;2012-06-08 14:52:35;Accepted;Wait; C;C_6;G273;3rd;PROD802;us;Sweden;Andreas
1-753487360;High;2012-06-15 08:57:23;Queued;Awaiting Assignment; C;E_4;G88;2nd;PROD802;us;USA;Robert
1-753504966;High;2012-06-02 00:08:11;Accepted;In Progress; C;E_10;G138;2nd;PROD802;us;Sweden;Ann-Charlotte
1-753504966;High;2012-06-02 00:37:24;Queued;Awaiting Assignment; C;E_10;G138;2nd;PROD802;us;Sweden;Ann-Charlotte
1-753504966;High;2012-06-04 08:40:27;Accepted;In Progress; C;E_10;G143;2nd;PROD802;us;Sweden;Mats
1-753504966;High;2012-06-04 08:42:50;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD802;us;Sweden;Martin
1-753504966;High;2012-06-04 09:15:01;Accepted;In Progress; C;C_6;G273;3rd;PROD802;us;Sweden;Andreas
1-753504966;High;2012-06-04 10:08:07;Accepted;Wait; C;C_6;G273;3rd;PROD802;us;Sweden;Andreas
1-753504966;High;2012-06-07 16:50:26;Queued;Awaiting Assignment; C;E_4;G89;2nd;PROD802;us;INDIA;Shamna
1-753504966;High;2012-06-08 05:41:35;Accepted;In Progress; C;E_4;G89;2nd;PROD802;us;INDIA;Shamna
1-753504966;High;2012-06-08 05:42:07;Accepted;Wait; C;E_4;G89;2nd;PROD802;us;INDIA;Shamna
1-753504966;High;2012-06-08 08:04:18;Queued;Awaiting Assignment; C;E_4;G88;2nd;PROD802;us;USA;Robert
1-753504966;High;2012-06-13 13:34:31;Accepted;In Progress; C;E_4;G88;2nd;PROD802;us;Sweden;Jagannath
1-753569621;Medium;2012-06-03 02:06:31;Accepted;In Progress; C;E_10;S51;2nd;PROD802;jp;Japan;Ryouhei
1-753569621;Medium;2012-06-03 02:13:02;Accepted;In Progress; C;E_10;S51;2nd;PROD802;jp;Japan;Ryouhei
1-753569621;Medium;2012-06-11 05:54:29;Accepted;Wait; C;E_10;S51;2nd;PROD802;jp;Japan;Ryouhei
1-753646102;Medium;2012-06-03 21:47:58;Accepted;In Progress; C;;N6;2nd;PROD330;us;USA;Thomas
1-753713441;Medium;2012-06-04 08:19:20;Accepted;In Progress; A2;A2_4;L23;3rd;PROD500;us;INDIA;Amit
1-753768558;Medium;2012-06-04 10:25:16;Accepted;In Progress; A2;A2_4;G328;2nd;PROD41;be;Belgium;Marc
1-753815551;Medium;2012-06-04 10:28:12;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-753815551;Medium;2012-06-04 12:08:55;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-753815676;Medium;2012-06-04 10:35:58;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-753815676;Medium;2012-06-04 12:53:09;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-753878023;Medium;2012-06-04 11:14:07;Accepted;In Progress; C;;V34;2nd;PROD209;fr;France;Michel
1-753944613;Medium;2012-06-04 13:30:02;Accepted;In Progress; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-753944613;Medium;2012-06-04 15:35:57;Accepted;Assigned; A2;A2_1;G42;3rd;PROD235;gb;United Kingdom;Ian
1-754168350;High;2012-06-04 21:27:38;Accepted;In Progress; C;E_10;G271;2nd;PROD154;se;Sweden;Praveen
1-754168350;High;2012-06-07 19:30:43;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD154;se;Sweden;Praveen
1-754168350;High;2012-06-07 19:35:32;Accepted;In Progress; C;E_10;G271;2nd;PROD154;se;Sweden;Parbhat
1-754168350;High;2012-06-07 19:36:14;Accepted;Assigned; C;E_10;G271;2nd;PROD154;se;Sweden;Ankit
1-754168350;High;2012-06-07 20:17:30;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD154;se;Sweden;Martin
1-754350709;Medium;2012-06-05 09:42:00;Accepted;In Progress; A2;A2_1;M28;2nd;PROD730;se;Sweden;Ratikanta
1-754350709;Medium;2012-06-05 14:35:33;Accepted;Wait; A2;A2_1;M28;2nd;PROD730;se;Sweden;Ratikanta
1-754450223;High;2012-06-05 09:52:23;Accepted;In Progress; G1;E_6;G358;2nd;PROD292;se;Sweden;Jenny
1-754450603;High;2012-06-05 09:53:56;Accepted;In Progress; G1;E_6;G358;2nd;PROD292;se;Sweden;Jenny
1-754526611;High;2012-06-05 11:55:32;Accepted;In Progress; C;E_7;G160;2nd;PROD671;se;Sweden;Peter
1-754526611;High;2012-06-05 12:27:59;Queued;Awaiting Assignment; C;E_7;G160;2nd;PROD671;se;Sweden;Peter
1-754526611;High;2012-06-05 17:21:46;Accepted;In Progress; C;E_7;G160;2nd;PROD671;se;Sweden;Peter
1-754539158;High;2012-06-05 12:19:36;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-754539158;High;2012-06-05 12:23:56;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-754582299;Medium;2012-06-05 13:12:32;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-754582299;Medium;2012-06-05 15:57:00;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-754584941;High;2012-06-05 12:36:48;Accepted;In Progress; C;E_2;G57;2nd;PROD330;se;Sweden;Olle
1-754584941;High;2012-06-05 12:44:41;Accepted;Assigned; C;E_2;G57;2nd;PROD330;se;Sweden;Olle
1-754584941;High;2012-06-05 12:58:00;Accepted;In Progress; C;E_2;G57;2nd;PROD330;se;Sweden;Olle
1-754744405;Medium;2012-06-05 15:42:00;Accepted;In Progress; C;E_3;G64;2nd;PROD382;be;USA;Mats
1-754949761;High;2012-06-06 06:34:19;Queued;Awaiting Assignment; B;E_10;G230;2nd;PROD452;in;INDIA;Srinivasan
1-754949761;High;2012-06-06 06:35:41;Accepted;In Progress; B;E_10;G230;2nd;PROD452;in;INDIA;Rijin
1-754949761;High;2012-06-08 11:28:48;Accepted;Assigned; B;E_10;G230;2nd;PROD452;in;INDIA;Sujith
1-754949761;High;2012-06-08 13:53:53;Accepted;Wait; B;E_10;G230;2nd;PROD452;in;INDIA;Sujith
1-754949761;High;2012-06-12 14:07:26;Accepted;In Progress; B;E_10;G230;2nd;PROD452;in;INDIA;Sujith
1-754949761;High;2012-06-12 15:21:10;Accepted;Wait; B;E_10;G230;2nd;PROD452;in;INDIA;Sujith
1-755039071;Major;2012-06-06 05:51:21;Accepted;In Progress; C;V3_2;S31;1st;PROD214;jp;Japan;Ryou
1-755123451;Medium;2012-06-06 12:48:04;Accepted;In Progress; A2;A2_2;S2;2nd;PROD135;br;Brazil;Flavio
1-755151337;Medium;2012-06-06 13:02:19;Accepted;In Progress; A2;A2_1;W16;3rd;PROD761;pl;POLAND;Krzysztof
1-755151337;Medium;2012-06-06 13:22:35;Accepted;Wait; A2;A2_1;W16;3rd;PROD761;pl;POLAND;Krzysztof
1-755193882;Medium;2012-06-06 15:39:18;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-755193882;Medium;2012-06-06 15:39:50;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-755198841;Medium;2012-06-06 16:31:49;Accepted;In Progress; A2;A2_3;N5;2nd;PROD488;us;USA;David
1-755218095;High;2012-06-06 15:59:53;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-755218095;High;2012-06-14 08:38:36;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-755248531;High;2012-06-06 21:40:56;Accepted;In Progress; B;E_6;S4;2nd;PROD143;br;Brazil;Thiago
1-755443602;Low;2012-06-07 09:48:12;Accepted;In Progress; F;;G207;2nd;PROD535;se;Belgium;Marc
1-755443602;Low;2012-06-07 09:49:11;Accepted;Assigned; F;;G207;2nd;PROD535;se;Belgium;Marc
1-755443602;Low;2012-06-07 10:03:55;Accepted;In Progress; F;;G207;2nd;PROD535;se;Belgium;Marc
1-755467807;Medium;2012-06-07 10:38:08;Accepted;In Progress; A2;A2_2;G167;2nd;PROD681;se;Sweden;Niklas
1-755467807;Medium;2012-06-07 10:39:44;Queued;Awaiting Assignment; A2;A2_2;G167;2nd;PROD681;se;Sweden;Niklas
1-755467807;Medium;2012-06-07 10:42:35;Accepted;In Progress; A2;A2_2;G167;2nd;PROD681;se;Sweden;Niklas
1-755478621;Medium;2012-06-07 10:23:55;Accepted;In Progress; C;E_7;G161;2nd;PROD671;se;Sweden;B÷rje
1-755773369;Major;2012-06-07 17:07:28;Accepted;In Progress; C;E_7;G160;2nd;PROD673;se;Sweden;Peter
1-755797667;Low;2012-06-07 19:39:13;Accepted;In Progress; C;;N15;2nd;OTHERS;ca;Canada;Eric
1-755985697;Medium;2012-06-08 09:33:24;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-755985697;Medium;2012-06-08 09:38:37;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-756110987;High;2012-06-08 11:06:15;Accepted;In Progress; C;E_10;G288;2nd;PROD659;se;Sweden;Rakesh
1-756110987;High;2012-06-08 11:07:50;Queued;Awaiting Assignment; C;E_10;G288;2nd;PROD659;se;Sweden;Rakesh
1-756110987;High;2012-06-08 11:19:22;Accepted;In Progress; C;E_10;G288;2nd;PROD659;se;Sweden;Manisha
1-756110987;High;2012-06-08 11:31:24;Queued;Awaiting Assignment; C;E_10;G271;2nd;PROD659;se;Sweden;Praveen
1-756110987;High;2012-06-08 12:23:16;Queued;Awaiting Assignment; C;C_6;G273;3rd;PROD659;se;Sweden;Martin
1-756111935;Low;2012-06-08 11:06:09;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Rickard
1-756265856;Medium;2012-06-08 15:36:00;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-756265856;Medium;2012-06-08 15:45:37;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-756296231;Low;2012-06-08 15:38:24;Accepted;In Progress; C;C_6;G273;3rd;PROD804;se;Sweden;Martin
1-756296231;Low;2012-06-08 15:50:17;Accepted;In Progress; C;C_6;G273;3rd;PROD804;se;Sweden;Martin
1-756296231;Low;2012-06-11 10:39:13;Accepted;Assigned; C;C_6;G273;3rd;PROD804;se;Sweden;Andreas
1-756296231;Low;2012-06-11 13:20:05;Accepted;In Progress; C;C_6;G273;3rd;PROD804;se;Sweden;Andreas
1-756296861;Medium;2012-06-08 17:15:36;Accepted;In Progress; V5;;V20;2nd;PROD221;se;Sweden;Sachin
1-756300970;Medium;2012-06-08 15:39:57;Queued;Awaiting Assignment; C;E_7;G153;2nd;PROD673;se;Sweden;Peter
1-756300970;Medium;2012-06-12 07:06:05;Accepted;In Progress; C;E_7;G153;2nd;PROD673;se;Sweden;Per
1-756301789;Medium;2012-06-08 18:53:20;Queued;Awaiting Assignment; C;E_7;G153;2nd;PROD673;se;Sweden;Peter
1-756301789;Medium;2012-06-08 18:53:21;Queued;Awaiting Assignment; C;E_7;G153;2nd;PROD673;se;Sweden;Peter
1-756301789;Medium;2012-06-12 07:05:11;Accepted;In Progress; C;E_7;G153;2nd;PROD673;se;Sweden;Per
1-756484463;High;2012-06-10 03:58:06;Accepted;In Progress; C;E_10;G271;2nd;PROD802;in;Sweden;Neeraj
1-756484463;High;2012-06-10 03:58:47;Accepted;Wait; C;E_10;G271;2nd;PROD802;in;Sweden;Neeraj
1-756484463;High;2012-06-10 05:27:41;Accepted;Wait; C;E_10;G271;2nd;PROD802;in;Sweden;Neeraj
1-756603706;Low;2012-06-11 09:00:31;Accepted;In Progress; A2;A2_1;J2;2nd;PROD350;se;China;Sophie
1-756651699;Medium;2012-06-11 09:44:56;Accepted;In Progress; V2;;T10;2nd;PROD615;se;Sweden;Leif
1-756651699;Medium;2012-06-11 09:59:01;Accepted;In Progress; V2;;T10;2nd;PROD615;se;Sweden;Leif
1-756651699;Medium;2012-06-11 10:20:23;Accepted;Assigned; V2;;T10;2nd;PROD615;se;Sweden;Leif
1-756651699;Medium;2012-06-14 09:04:22;Accepted;Wait; V2;;T10;2nd;PROD615;se;Sweden;Leif
1-756712218;Major;2012-06-11 09:43:55;Accepted;In Progress; A2;A2_1;N14;2nd;PROD776;pl;POLAND;Paulina
1-756712218;Major;2012-06-11 10:00:37;Queued;Awaiting Assignment; A2;A2_1;N14;2nd;PROD776;pl;POLAND;Paulina
1-756787020;Low;2012-06-11 13:17:17;Accepted;In Progress; A2;A2_1;W6;2nd;PROD110;pl;POLAND;Michal
1-756926423;Medium;2012-06-11 13:06:21;Accepted;In Progress; A2;A2_1;W9;2nd;PROD761;pl;POLAND;Przemyslaw
1-756926423;Medium;2012-06-11 13:06:29;Accepted;Wait; A2;A2_1;W9;2nd;PROD761;pl;POLAND;Przemyslaw
1-756979533;Medium;2012-06-11 15:54:37;Accepted;Wait; A2;A2_2;G22;2nd;PROD698;fr;0;Sumesh
1-756998975;Medium;2012-06-11 13:57:27;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-756998975;Medium;2012-06-11 14:01:41;Accepted;In Progress; G3;;G199;3rd;PROD98;us;POLAND;Ewa
1-757096237;Medium;2012-06-11 16:26:26;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-757096237;Medium;2012-06-11 16:31:53;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-757096237;Medium;2012-06-13 11:01:55;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;POLAND;Tomasz
1-757096237;Medium;2012-06-14 15:43:04;Accepted;Wait; A2;A2_1;G42;3rd;PROD236;gb;POLAND;Tomasz
1-757113161;Medium;2012-06-11 16:04:18;Accepted;In Progress; C;C_5;G182;3rd;PROD473;se;France;Aurelie
1-757113161;Medium;2012-06-11 16:10:17;Queued;Awaiting Assignment; C;C_5;G182;3rd;PROD473;se;France;Aurelie
1-757113161;Medium;2012-06-11 16:15:59;Accepted;In Progress; C;C_5;N1;3rd;PROD473;se;Sweden;Mikael
1-757154661;High;2012-06-11 22:06:30;Queued;Awaiting Assignment; F;;S1;2nd;PROD417;se;Sweden;Craig
1-757154661;High;2012-06-12 11:39:59;Accepted;In Progress; F;;S1;2nd;PROD417;se;Sweden;Stefan
1-757154661;High;2012-06-12 11:41:31;Accepted;Assigned; F;;S1;2nd;PROD417;se;Sweden;William
1-757154661;High;2012-06-12 11:51:38;Accepted;Assigned; F;;S1;2nd;PROD417;se;Sweden;Milos
1-757480343;Medium;2012-06-12 09:43:36;Accepted;In Progress; G4;;G51;2nd;PROD236;se;United Kingdom;Ian
1-757480343;Medium;2012-06-14 08:38:57;Accepted;Assigned; G4;;G51;2nd;PROD236;se;United Kingdom;Ian
1-757480343;Medium;2012-06-14 16:18:38;Queued;Awaiting Assignment; G4;;G51;2nd;PROD236;se;Sweden;Ing-Marie
1-757480762;High;2012-06-12 10:34:53;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-757480762;High;2012-06-12 12:12:05;Accepted;In Progress; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-757480762;High;2012-06-14 08:38:47;Accepted;Assigned; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Ian
1-757510345;Medium;2012-06-12 11:22:50;Queued;Awaiting Assignment; A2;A2_5;B16;2nd;PROD789;cn;China;Anson
1-757533524;High;2012-06-12 10:57:31;Accepted;In Progress; V2;;T9;1st;PROD42;se;Sweden;Conny
1-757533524;High;2012-06-12 12:34:06;Queued;Awaiting Assignment; V2;;T9;1st;PROD42;se;Sweden;Conny
1-757533524;High;2012-06-12 14:29:10;Accepted;In Progress; V2;;T9;1st;PROD42;se;Sweden;Conny
1-757564651;High;2012-06-12 11:19:13;Accepted;In Progress; C;E_7;G153;2nd;PROD673;se;Sweden;Peter
1-757564651;High;2012-06-12 11:21:08;Queued;Awaiting Assignment; C;E_7;G153;2nd;PROD673;se;Sweden;Peter
1-757564651;High;2012-06-14 07:17:55;Queued;Awaiting Assignment; C;E_6;G15;2nd;PROD673;se;Sweden;Sten
1-757589842;High;2012-06-12 13:42:26;Accepted;In Progress; G4;;S33;2nd;PROD374;se;Sweden;Lars-G÷ran
1-757615671;Medium;2012-06-12 13:04:59;Accepted;In Progress; C;C_6;G273;3rd;PROD802;se;Sweden;Andreas
1-757671208;Major;2012-06-12 13:23:20;Accepted;In Progress; C;E_4;G88;2nd;PROD348;us;USA;Robert
1-757671208;Major;2012-06-12 13:24:23;Accepted;Wait; C;E_4;G88;2nd;PROD348;us;USA;Robert
1-757671208;Major;2012-06-13 11:04:35;Queued;Awaiting Assignment; C;E_4;G88;2nd;PROD348;us;USA;Robert
1-757671208;Major;2012-06-13 11:05:17;Accepted;In Progress; C;E_4;G88;2nd;PROD348;us;Sweden;Kjell
1-757671923;Medium;2012-06-12 13:06:49;Accepted;In Progress; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-757671923;Medium;2012-06-12 13:08:37;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-757671975;Medium;2012-06-12 14:05:08;Accepted;In Progress; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-757671975;Medium;2012-06-12 14:06:16;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-757709801;High;2012-06-12 15:00:03;Accepted;Wait; A2;A2_1;G42;3rd;PROD236;gb;United Kingdom;Alan
1-757715045;Medium;2012-06-12 14:09:48;Accepted;In Progress; C;E_1;G55;2nd;PROD821;be;Belgium;Peter
1-757715045;Medium;2012-06-12 14:10:43;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD821;be;Belgium;Peter
1-757715125;Medium;2012-06-12 14:12:56;Accepted;In Progress; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-757715125;Medium;2012-06-12 14:15:39;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-757715285;Medium;2012-06-12 14:43:50;Accepted;In Progress; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-757715285;Medium;2012-06-12 14:45:09;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-757715705;Medium;2012-06-12 14:47:47;Accepted;In Progress; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
1-757715705;Medium;2012-06-12 14:50:01;Queued;Awaiting Assignment; C;E_1;G55;2nd;PROD745;be;Belgium;Peter
